"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2012","Total","Both Sexes","Brisbane","City proper","Estimate - de jure","Final figure, complete","2014","2099328","14"
"Australia","2012","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Final figure, complete","2014","142124","14"
"Australia","2012","Total","Both Sexes","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2014","412049","14"
"Australia","2012","Total","Both Sexes","Central Coast","City proper","Estimate - de jure","Final figure, complete","2014","317517","14"
"Australia","2012","Total","Both Sexes","Darwin","City proper","Estimate - de jure","Final figure, complete","2014","116215","14"
"Australia","2012","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Final figure, complete","2014","179689","14"
"Australia","2012","Total","Both Sexes","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2014","592389","14"
"Australia","2012","Total","Both Sexes","Greater Adelaide","City proper","Estimate - de jure","Final figure, complete","2014","1278432","14"
"Australia","2012","Total","Both Sexes","Greater Brisbane","City proper","Estimate - de jure","Final figure, complete","2014","2192065","14"
"Australia","2012","Total","Both Sexes","Greater Darwin","City proper","Estimate - de jure","Final figure, complete","2014","131938","14"
"Australia","2012","Total","Both Sexes","Greater Hobart","City proper","Estimate - de jure","Final figure, complete","2014","216981","14"
"Australia","2012","Total","Both Sexes","Greater Melbourne","City proper","Estimate - de jure","Final figure, complete","2014","4248344","14"
"Australia","2012","Total","Both Sexes","Greater Perth","City proper","Estimate - de jure","Final figure, complete","2014","1899999","14"
"Australia","2012","Total","Both Sexes","Greater Sydney","City proper","Estimate - de jure","Final figure, complete","2014","4672619","14"
"Australia","2012","Total","Both Sexes","Hobart","City proper","Estimate - de jure","Final figure, complete","2014","205557","14"
"Australia","2012","Total","Both Sexes","Melbourne","City proper","Estimate - de jure","Final figure, complete","2014","4086734","14"
"Australia","2012","Total","Both Sexes","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2014","420850","14"
"Australia","2012","Total","Both Sexes","Perth","City proper","Estimate - de jure","Final figure, complete","2014","1834184","14"
"Australia","2012","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2014","286497","14"
"Australia","2012","Total","Both Sexes","Sydney","City proper","Estimate - de jure","Final figure, complete","2014","4293416","14"
"Australia","2012","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2014","110855","14"
"Australia","2012","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Final figure, complete","2014","171824","14"
"Australia","2012","Total","Both Sexes","Wollongong","City proper","Estimate - de jure","Final figure, complete","2014","283243","14"
"Australia","2011","Total","Both Sexes","Adelaide","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","1198468","13,15"
"Australia","2011","Total","Both Sexes","Adelaide","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","1225235","13,15"
"Australia","2011","Total","Both Sexes","Brisbane","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","1977315","13,15"
"Australia","2011","Total","Both Sexes","Brisbane","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","2065996","13,15"
"Australia","2011","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Provisional figure","2013","139693","16"
"Australia","2011","Total","Both Sexes","Cairns","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","133911","13,15"
"Australia","2011","Total","Both Sexes","CANBERRA","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","356585","13,15"
"Australia","2011","Total","Both Sexes","CANBERRA","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","391645","13,15"
"Australia","2011","Total","Both Sexes","Canberra-Queanbeyan","City proper","Estimate - de jure","Provisional figure","2013","404559","16"
"Australia","2011","Total","Both Sexes","Central Coast","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","304753","13,15"
"Australia","2011","Total","Both Sexes","Darwin","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","106255","13,15"
"Australia","2011","Total","Both Sexes","Darwin","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","120584","13,15"
"Australia","2011","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Provisional figure","2013","177023","16"
"Australia","2011","Total","Both Sexes","Geelong","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","173454","13,15"
"Australia","2011","Total","Both Sexes","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Provisional figure","2013","579909","16"
"Australia","2011","Total","Both Sexes","Gold Coast-Tweed Heads","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","557822","13,15"
"Australia","2011","Total","Both Sexes","Greater Adelaide","City proper","Estimate - de jure","Provisional figure","2013","1262940","16"
"Australia","2011","Total","Both Sexes","Greater Brisbane","City proper","Estimate - de jure","Provisional figure","2013","2146577","16"
"Australia","2011","Total","Both Sexes","Greater Darwin","City proper","Estimate - de jure","Provisional figure","2013","129062","16"
"Australia","2011","Total","Both Sexes","Greater Hobart","City proper","Estimate - de jure","Provisional figure","2013","216276","16"
"Australia","2011","Total","Both Sexes","Greater Melbourne","City proper","Estimate - de jure","Provisional figure","2013","4169103","16"
"Australia","2011","Total","Both Sexes","Greater Perth","City proper","Estimate - de jure","Provisional figure","2013","1832114","16"
"Australia","2011","Total","Both Sexes","Greater Sydney","City proper","Estimate - de jure","Provisional figure","2013","4605992","16"
"Australia","2011","Total","Both Sexes","Greater Wollongong","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","268944","13,15"
"Australia","2011","Total","Both Sexes","Hobart","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","200501","13,15"
"Australia","2011","Total","Both Sexes","Hobart","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","211656","13,15"
"Australia","2011","Total","Both Sexes","Melbourne","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","3847570","13,15"
"Australia","2011","Total","Both Sexes","Melbourne","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","3999982","13,15"
"Australia","2011","Total","Both Sexes","Newcastle","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","398770","13,15"
"Australia","2011","Total","Both Sexes","Newcastle-Maitland","City proper","Estimate - de jure","Provisional figure","2013","413962","16"
"Australia","2011","Total","Both Sexes","Perth","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","1670953","13,15"
"Australia","2011","Total","Both Sexes","Perth","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","1728866","13,15"
"Australia","2011","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Provisional figure","2013","279870","16"
"Australia","2011","Total","Both Sexes","Sunshine Coast","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","270770","13,15"
"Australia","2011","Total","Both Sexes","Sydney","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","4028524","13,15"
"Australia","2011","Total","Both Sexes","Sydney","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","4391673","13,15"
"Australia","2011","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Provisional figure","2013","108933","16"
"Australia","2011","Total","Both Sexes","Toowoomba","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","105984","13,15"
"Australia","2011","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Provisional figure","2013","167847","16"
"Australia","2011","Total","Both Sexes","Townsville","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","162292","13,15"
"Australia","2011","Total","Both Sexes","Wollongong","City proper","Estimate - de jure","Provisional figure","2013","280705","16"
"Australia","2010","Total","Both Sexes","Adelaide","City proper","Estimate - de jure","Provisional figure","2012","1203186","17"
"Australia","2010","Total","Both Sexes","Albury-Wodonga","City proper","Estimate - de jure","Provisional figure","2012","106052","17"
"Australia","2010","Total","Both Sexes","Brisbane","City proper","Estimate - de jure","Provisional figure","2012","2043185","17"
"Australia","2010","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Provisional figure","2012","150920","17"
"Australia","2010","Total","Both Sexes","CANBERRA","City proper","Estimate - de jure","Provisional figure","2012","358222","17"
"Australia","2010","Total","Both Sexes","Canberra-Queanbeyan","City proper","Estimate - de jure","Provisional figure","2012","410419","17"
"Australia","2010","Total","Both Sexes","Darwin","City proper","Estimate - de jure","Provisional figure","2012","127532","17"
"Australia","2010","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Provisional figure","2012","178650","17"
"Australia","2010","Total","Both Sexes","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Provisional figure","2012","591473","17"
"Australia","2010","Total","Both Sexes","Greater Wollongong","City proper","Estimate - de jure","Provisional figure","2012","292190","17"
"Australia","2010","Total","Both Sexes","Hobart","City proper","Estimate - de jure","Provisional figure","2012","214705","17"
"Australia","2010","Total","Both Sexes","Launceston","City proper","Estimate - de jure","Provisional figure","2012","106153","17"
"Australia","2010","Total","Both Sexes","Melbourne","City proper","Estimate - de jure","Provisional figure","2012","4077036","17"
"Australia","2010","Total","Both Sexes","Newcastle","City proper","Estimate - de jure","Provisional figure","2012","546788","17"
"Australia","2010","Total","Both Sexes","Perth","City proper","Estimate - de jure","Provisional figure","2012","1696065","17"
"Australia","2010","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Provisional figure","2012","251081","17"
"Australia","2010","Total","Both Sexes","Sydney","City proper","Estimate - de jure","Provisional figure","2012","4575532","17"
"Australia","2010","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Provisional figure","2012","131258","17"
"Australia","2010","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Provisional figure","2012","172316","17"
"Australia","2009","Total","Both Sexes","Adelaide","City proper","Estimate - de jure","Provisional figure","2011","1187466","17"
"Australia","2009","Total","Both Sexes","Albury-Wodonga","City proper","Estimate - de jure","Provisional figure","2011","104609","17"
"Australia","2009","Total","Both Sexes","Brisbane","City proper","Estimate - de jure","Provisional figure","2011","2004262","17"
"Australia","2009","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Provisional figure","2011","147118","17"
"Australia","2009","Total","Both Sexes","CANBERRA","City proper","Estimate - de jure","Provisional figure","2011","351868","17"
"Australia","2009","Total","Both Sexes","Darwin","City proper","Estimate - de jure","Provisional figure","2011","124760","17"
"Australia","2009","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Provisional figure","2011","175803","17"
"Australia","2009","Total","Both Sexes","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Provisional figure","2011","577977","17"
"Australia","2009","Total","Both Sexes","Greater Wollongong","City proper","Estimate - de jure","Provisional figure","2011","288984","17"
"Australia","2009","Total","Both Sexes","Hobart","City proper","Estimate - de jure","Provisional figure","2011","212019","17"
"Australia","2009","Total","Both Sexes","Launceston","City proper","Estimate - de jure","Provisional figure","2011","105445","17"
"Australia","2009","Total","Both Sexes","Melbourne","City proper","Estimate - de jure","Provisional figure","2011","3995537","17"
"Australia","2009","Total","Both Sexes","Newcastle","City proper","Estimate - de jure","Provisional figure","2011","540796","17"
"Australia","2009","Total","Both Sexes","Perth","City proper","Estimate - de jure","Provisional figure","2011","1658992","17"
"Australia","2009","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Provisional figure","2011","245309","17"
"Australia","2009","Total","Both Sexes","Sydney","City proper","Estimate - de jure","Provisional figure","2011","4504469","17"
"Australia","2009","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Provisional figure","2011","128600","17"
"Australia","2009","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Provisional figure","2011","168402","17"
"Australia","2008","Total","Both Sexes","Adelaide","City proper","Estimate - de jure","Provisional figure","2008","1172105","17,18"
"Australia","2008","Total","Both Sexes","Albury-Wodonga","City proper","Estimate - de jure","Provisional figure","2008","102894","17,18"
"Australia","2008","Total","Both Sexes","Brisbane","City proper","Estimate - de jure","Provisional figure","2008","1945639","17,18"
"Australia","2008","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Provisional figure","2008","142001","17,18"
"Australia","2008","Total","Both Sexes","CANBERRA","City proper","Estimate - de jure","Provisional figure","2008","345257","17,18"
"Australia","2008","Total","Both Sexes","Darwin","City proper","Estimate - de jure","Provisional figure","2008","120652","17,18"
"Australia","2008","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Provisional figure","2008","172300","17,18"
"Australia","2008","Total","Both Sexes","Gold Coast","City proper","Estimate - de jure","Provisional figure","2008","493425","17,18"
"Australia","2008","Total","Both Sexes","Greater Wollongong","City proper","Estimate - de jure","Provisional figure","2008","284169","17,18"
"Australia","2008","Total","Both Sexes","Hobart","City proper","Estimate - de jure","Provisional figure","2008","209287","17,18"
"Australia","2008","Total","Both Sexes","Launceston","City proper","Estimate - de jure","Provisional figure","2008","104649","17,18"
"Australia","2008","Total","Both Sexes","Melbourne","City proper","Estimate - de jure","Provisional figure","2008","3892419","17,18"
"Australia","2008","Total","Both Sexes","Newcastle","City proper","Estimate - de jure","Provisional figure","2008","531191","17,18"
"Australia","2008","Total","Both Sexes","Perth","City proper","Estimate - de jure","Provisional figure","2008","1602559","17,18"
"Australia","2008","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Provisional figure","2008","237562","17,18"
"Australia","2008","Total","Both Sexes","Sydney","City proper","Estimate - de jure","Provisional figure","2008","4399722","17,18"
"Australia","2008","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Provisional figure","2008","125339","17,18"
"Australia","2008","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Provisional figure","2008","162730","17,18"
"Australia","2007","Total","Both Sexes","Adelaide","City proper","Estimate - de jure","Provisional figure","2007","1158259","17,19"
"Australia","2007","Total","Both Sexes","Albury-Wodonga","City proper","Estimate - de jure","Provisional figure","2007","101842","17,20"
"Australia","2007","Total","Both Sexes","Brisbane","City proper","Estimate - de jure","Provisional figure","2007","1857594","17,19"
"Australia","2007","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Provisional figure","2007","135856","17,20"
"Australia","2007","Total","Both Sexes","CANBERRA","City proper","Estimate - de jure","Provisional figure","2007","339573","17,19"
"Australia","2007","Total","Both Sexes","Darwin","City proper","Estimate - de jure","Provisional figure","2007","117395","17,19"
"Australia","2007","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Provisional figure","2007","169544","17,20"
"Australia","2007","Total","Both Sexes","Gold Coast","City proper","Estimate - de jure","Provisional figure","2007","583657","17,20"
"Australia","2007","Total","Both Sexes","Greater Wollongong","City proper","Estimate - de jure","Provisional figure","2007","280159","17,20"
"Australia","2007","Total","Both Sexes","Hobart","City proper","Estimate - de jure","Provisional figure","2007","207484","17,19"
"Australia","2007","Total","Both Sexes","Launceston","City proper","Estimate - de jure","Provisional figure","2007","104071","17,20"
"Australia","2007","Total","Both Sexes","Melbourne","City proper","Estimate - de jure","Provisional figure","2007","3806092","17,19"
"Australia","2007","Total","Both Sexes","Newcastle","City proper","Estimate - de jure","Provisional figure","2007","523662","17,20"
"Australia","2007","Total","Both Sexes","Perth","City proper","Estimate - de jure","Provisional figure","2007","1554769","17,19"
"Australia","2007","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Provisional figure","2007","230429","17,20"
"Australia","2007","Total","Both Sexes","Sydney","City proper","Estimate - de jure","Provisional figure","2007","4336374","17,19"
"Australia","2007","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Provisional figure","2007","123406","17,20"
"Australia","2007","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Provisional figure","2007","157174","17,20"
"Australia","2006","Total","Both Sexes","Adelaide","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","1040717",""
"Australia","2006","Total","Both Sexes","Adelaide","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","1105840","15"
"Australia","2006","Total","Both Sexes","Brisbane","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","1676390",""
"Australia","2006","Total","Both Sexes","Brisbane","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","1763136","15"
"Australia","2006","Total","Both Sexes","CANBERRA","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","322036",""
"Australia","2006","Total","Both Sexes","CANBERRA","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","323056","15"
"Australia","2006","Total","Both Sexes","Central Coast","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","282725",""
"Australia","2006","Total","Both Sexes","Darwin","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","105994","15"
"Australia","2006","Total","Both Sexes","Geelong","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","137222",""
"Australia","2006","Total","Both Sexes","Gold Coast-Tweed Heads","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","402647",""
"Australia","2006","Total","Both Sexes","Greater Wollongong","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","234482",""
"Australia","2006","Total","Both Sexes","Hobart","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","128579",""
"Australia","2006","Total","Both Sexes","Hobart","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","200525","15"
"Australia","2006","Total","Both Sexes","Melbourne","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","3371888",""
"Australia","2006","Total","Both Sexes","Melbourne","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","3592592","15"
"Australia","2006","Total","Both Sexes","Newcastle","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","288733",""
"Australia","2006","Total","Both Sexes","Perth","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","1256037",""
"Australia","2006","Total","Both Sexes","Perth","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","1445078","15"
"Australia","2006","Total","Both Sexes","Sunshine Coast","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","184662",""
"Australia","2006","Total","Both Sexes","Sydney","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","3641418",""
"Australia","2006","Total","Both Sexes","Sydney","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2011","4119189","15"
"Australia","2006","Total","Both Sexes","Townsville","City proper","Census - de jure - complete tabulation","Final figure, complete","2011","128806",""
"Australia","2005","Total","Both Sexes","Adelaide","City proper","Estimate - de jure","Final figure, complete","2006","1129145","17,19"
"Australia","2005","Total","Both Sexes","Albury-Wodonga","City proper","Estimate - de jure","Final figure, complete","2006","100175","17,20"
"Australia","2005","Total","Both Sexes","Brisbane","City proper","Estimate - de jure","Final figure, complete","2006","1790921","17,19"
"Australia","2005","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Final figure, complete","2006","123775","17,20"
"Australia","2005","Total","Both Sexes","CANBERRA","City proper","Estimate - de jure","Final figure, complete","2006","325405","17,19"
"Australia","2005","Total","Both Sexes","Darwin","City proper","Estimate - de jure","Final figure, complete","2006","111179","17,19"
"Australia","2005","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Final figure, complete","2006","165827","17,20"
"Australia","2005","Total","Both Sexes","Gold Coast","City proper","Estimate - de jure","Final figure, complete","2006","540115","17,20"
"Australia","2005","Total","Both Sexes","Greater Wollongong","City proper","Estimate - de jure","Final figure, complete","2006","274838","17,20"
"Australia","2005","Total","Both Sexes","Hobart","City proper","Estimate - de jure","Final figure, complete","2006","203527","17,19"
"Australia","2005","Total","Both Sexes","Launceston","City proper","Estimate - de jure","Final figure, complete","2006","103221","17,20"
"Australia","2005","Total","Both Sexes","Melbourne","City proper","Estimate - de jure","Final figure, complete","2006","3635508","17,19"
"Australia","2005","Total","Both Sexes","Newcastle","City proper","Estimate - de jure","Final figure, complete","2006","508597","17,20"
"Australia","2005","Total","Both Sexes","Perth","City proper","Estimate - de jure","Final figure, complete","2006","1478039","17,19"
"Australia","2005","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2006","215059","17,20"
"Australia","2005","Total","Both Sexes","Sydney","City proper","Estimate - de jure","Final figure, complete","2006","4255954","17,19"
"Australia","2005","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2006","119486","17,20"
"Australia","2005","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Final figure, complete","2006","149207","17,20"
"Australia","2004","Total","Both Sexes","Adelaide","City proper","Estimate - de jure","Final figure, complete","2005","1123199","17,19"
"Australia","2004","Total","Both Sexes","Albury-Wodonga","City proper","Estimate - de jure","Final figure, complete","2005","101602","17,20"
"Australia","2004","Total","Both Sexes","Brisbane","City proper","Estimate - de jure","Final figure, complete","2005","1777667","17,19"
"Australia","2004","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Final figure, complete","2005","120483","17,20"
"Australia","2004","Total","Both Sexes","CANBERRA","City proper","Estimate - de jure","Final figure, complete","2005","323743","17,19"
"Australia","2004","Total","Both Sexes","Darwin","City proper","Estimate - de jure","Final figure, complete","2005","109432","17,19"
"Australia","2004","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Final figure, complete","2005","164134","17,20"
"Australia","2004","Total","Both Sexes","Gold Coast","City proper","Estimate - de jure","Final figure, complete","2005","470408","17,20"
"Australia","2004","Total","Both Sexes","Greater Wollongong","City proper","Estimate - de jure","Final figure, complete","2005","273870","17,20"
"Australia","2004","Total","Both Sexes","Hobart","City proper","Estimate - de jure","Final figure, complete","2005","202182","17,19"
"Australia","2004","Total","Both Sexes","Launceston","City proper","Estimate - de jure","Final figure, complete","2005","102007","17,20"
"Australia","2004","Total","Both Sexes","Melbourne","City proper","Estimate - de jure","Final figure, complete","2005","3592975","17,19"
"Australia","2004","Total","Both Sexes","Newcastle","City proper","Estimate - de jure","Final figure, complete","2005","504656","17,20"
"Australia","2004","Total","Both Sexes","Perth","City proper","Estimate - de jure","Final figure, complete","2005","1454606","17,19"
"Australia","2004","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2005","207553","17,20"
"Australia","2004","Total","Both Sexes","Sydney","City proper","Estimate - de jure","Final figure, complete","2005","4225088","17,19"
"Australia","2004","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2005","116266","17,20"
"Australia","2004","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Final figure, complete","2005","144417","17,20"
"Australia","2003","Total","Both Sexes","Adelaide","City proper","Estimate - de jure","Final figure, complete","2004","1119097","17,19"
"Australia","2003","Total","Both Sexes","Albury-Wodonga","City proper","Estimate - de jure","Final figure, complete","2004","100182","17,20"
"Australia","2003","Total","Both Sexes","Brisbane","City proper","Estimate - de jure","Final figure, complete","2004","1735181","17,19"
"Australia","2003","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Final figure, complete","2004","117531","17,20"
"Australia","2003","Total","Both Sexes","CANBERRA","City proper","Estimate - de jure","Final figure, complete","2004","323004","17,19"
"Australia","2003","Total","Both Sexes","Darwin","City proper","Estimate - de jure","Final figure, complete","2004","108039","17,19"
"Australia","2003","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Final figure, complete","2004","162637","17,20"
"Australia","2003","Total","Both Sexes","Gold Coast","City proper","Estimate - de jure","Final figure, complete","2004","456908","17,20"
"Australia","2003","Total","Both Sexes","Greater Wollongong","City proper","Estimate - de jure","Final figure, complete","2004","273234","17,20"
"Australia","2003","Total","Both Sexes","Hobart","City proper","Estimate - de jure","Final figure, complete","2004","199926","17,19"
"Australia","2003","Total","Both Sexes","Launceston","City proper","Estimate - de jure","Final figure, complete","2004","100664","17,20"
"Australia","2003","Total","Both Sexes","Melbourne","City proper","Estimate - de jure","Final figure, complete","2004","3555321","17,19"
"Australia","2003","Total","Both Sexes","Newcastle","City proper","Estimate - de jure","Final figure, complete","2004","501335","17,20"
"Australia","2003","Total","Both Sexes","Perth","City proper","Estimate - de jure","Final figure, complete","2004","1431498","17,19"
"Australia","2003","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2004","200366","17,20"
"Australia","2003","Total","Both Sexes","Sydney","City proper","Estimate - de jure","Final figure, complete","2004","4198543","17,19"
"Australia","2003","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2004","113815","17,20"
"Australia","2003","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Final figure, complete","2004","140761","17,20"
"Australia","2001","Total","Both Sexes","Adelaide","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","1066103","17,19"
"Australia","2001","Total","Both Sexes","Adelaide","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2009","995955","17,19"
"Australia","2001","Total","Both Sexes","Albury-Wodonga","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2005","73468","17,20"
"Australia","2001","Total","Both Sexes","Brisbane","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","1608820","17,19"
"Australia","2001","Total","Both Sexes","Brisbane","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2009","1490475","17,19"
"Australia","2001","Total","Both Sexes","Cairns","City proper","Census - de jure - complete tabulation","Final figure, complete","2005","16314","17,20"
"Australia","2001","Total","Both Sexes","Cairns","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2005","116885","17,20"
"Australia","2001","Total","Both Sexes","CANBERRA","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","308764","17,19,21"
"Australia","2001","Total","Both Sexes","CANBERRA","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2009","336805","17,19,21"
"Australia","2001","Total","Both Sexes","Central Coast","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2009","254579","17"
"Australia","2001","Total","Both Sexes","Darwin","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","106476","17,19"
"Australia","2001","Total","Both Sexes","Darwin","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2005","87662","17,19"
"Australia","2001","Total","Both Sexes","Geelong","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2009","129668","17,20"
"Australia","2001","Total","Both Sexes","Gold Coast","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2005","441736","17,20"
"Australia","2001","Total","Both Sexes","Gold Coast-Tweed Heads","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2009","406619","17,20"
"Australia","2001","Total","Both Sexes","Greater Wollongong","City proper","Census - de jure - complete tabulation","Final figure, complete","2005","181612","17,20"
"Australia","2001","Total","Both Sexes","Greater Wollongong","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2009","227522","17,20"
"Australia","2001","Total","Both Sexes","Hobart","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","190161","17,19"
"Australia","2001","Total","Both Sexes","Hobart","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2009","125162","17,19"
"Australia","2001","Total","Both Sexes","Launceston","City proper","Census - de jure - complete tabulation","Final figure, complete","2005","417","17,20"
"Australia","2001","Total","Both Sexes","Launceston","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2005","57685","17,20"
"Australia","2001","Total","Both Sexes","Melbourne","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","3338704","17,19"
"Australia","2001","Total","Both Sexes","Melbourne","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2009","3132900","17,19"
"Australia","2001","Total","Both Sexes","Newcastle","City proper","Census - de jure - complete tabulation","Final figure, complete","2005","4738","17,20"
"Australia","2001","Total","Both Sexes","Newcastle","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2009","278773","17,20"
"Australia","2001","Total","Both Sexes","Perth","City proper","Census - de jure - complete tabulation","Final figure, complete","2009","1325392","17,19"
"Australia","2001","Total","Both Sexes","Perth","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2009","1162716","17,19"
