Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update
2019,59580,"Town of Dedham, MA",,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Dedham has used GPC methodology to make community GHG inventory.,No,"CH4, CO2, N20",,,,,,,70699,52283,,70699.65,,This is our first year of calculation,Other,,25377,2017,,2020-05-01T03:57:57.217
2019,37261,City of Pietermaritzburg,Pietermaritzburg,South Africa,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,618536,2011,POINT (30.3794 -29.6006),2020-05-01T03:57:57.217
2019,54497,City of Wroclaw,Wroclaw,Poland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Global Protocol for Community-Scale Greenhouse Gas Emission Inventories,No,"CH4, CO2, N20",,,,,,,1960066,2688923,5753,4654742,4663426,Increased,Increased energy/electricity consumption,,640600,2018,POINT (17.0385 51.1079),2020-05-01T03:57:57.217
2019,31117,City of Toronto,Toronto,Canada,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,,,,,,,,,,,Decreased,Change in available data,,2929886,2017,POINT (-79.3832 43.6532),2020-05-01T03:57:57.217
2019,50544,"City of Aurora, IL",Aurora,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,200965,2017,POINT (41.7606 88.3201),2020-05-01T03:57:57.217
2019,826237,Alcaldia de Madrid,Madrid (Colombia),Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Para el cálculo de emisiones de GEI se emplea la metodología que relaciona datos de la actividad con factores de emisión y Potenciales de calentamiento global: Emisiones CO2 = Carga ambiental X Factor de emisión X Potencial de calentamiento global.,,"CH4, CO2, N20",,,,,,,,,,,,Increased,Population increase,,82118,2017,POINT (-74.2642 4.73245),2020-05-01T03:57:57.217
2019,50361,Ayuntamiento de Hermosillo,Hermosillo,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2015-01-01,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,5351760,1578523,771719,5627561,7700073,Stayed the same,No new inventory to report,,727267,2010,POINT (-110.961 29.0892),2020-05-01T03:57:57.217
2019,55331,Município de Ílhavo,Ílhavo,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,-,,,,,,,,,,,,,,,,,,,,38598,2017,POINT (-7.58 38.85),2020-05-01T03:57:57.217
2019,73725,Guaminí,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",0,788012.73,0,6097.95,0,935.33,,,,,,,,,11826,2010,,2020-05-01T03:57:57.217
2019,31109,City of Melbourne,City of Melbourne,Australia,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"City of Melbourne's GPC profile includes scope 1, 2 and 3 emissions from stationary energy, transportation, and waste and upstream scope 3 emissions from electricity, natural gas, gas distribution, and transport fuels. Emissions sources are converted to CO2e using the emissions factors listed in the Australian National Greenhouse Accounts. Electricity and gas data was provided by utility operators by postcode and market segment (domestic, commercial, industrial). While best available, variations and discrepancies in the data are common from year to year. Emissions from private vehicle use were estimated using a transport model built by Council using reliable traffic count data from State government agencies, apportioned across vehicle class and fuel type based on survey data collected by the Australian Bureau of Statistics. Emissions from trams and trains estimated based on vehicle kilometers traveled (timetable frequency x track length) and energy and CO2e per km figures provided by transport operators. Emissions from waterbourne transport estimated based on actual shipping movement data, annual tonnages, and time in port. The amount of waste produced within the municipality was estimated from a waste study undertaken in 2017, which includes MSW volume data provided directly by waste contractors.",Yes,"CH4, CO2, N20",,993193.74,,3396147.81,,603188.08,,,,,,Increased,,,169961,2018,POINT (144.963 -37.8141),2020-05-01T03:57:57.217
2019,63616,Abasan Al-Kabira Municipality,Abasan Al-Kabira,State of Palestine,Middle East,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2010-12-31 - 2011-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, HFCs",,,,,,,,,,,,,,,31000,2017,POINT (34.344 31.3231),2020-05-01T03:57:57.217
2019,840244,Prefeitura de Águas da Prata,,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,8137,2018,,2020-05-01T03:57:57.217
2019,50562,City of Chula Vista,Chula Vista,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,,,,,,,,,,,,,,,,Decreased,Technological change,,265070,2016,POINT (-117.084 32.64),2020-05-01T03:57:57.217
2019,60258,Prefeitura de Brusque,Brusque,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,128818,2017,POINT (-48.9207 -27.0936),2020-05-01T03:57:57.217
2019,59536,City of Kitchener,Kitchener,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2010-01-01 - 2010-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,CO2,,,,,,,,,,,,Decreased,,,242368,2017,POINT (-80.561 43.42),2020-05-01T03:57:57.217
2019,50555,City of Hamilton,Hamilton,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Waste information directly from Public Works and reports to Ministry of Environment re: energy capture of methane control at landfill Transportation and Agriculture data from Statistics Canada Census Industrial (Steel Sector) GHG emissions data reported directly to Canada's National Pollutants Release Inventory (NPRI)  Commercial, Residential, Industrial (not Steel) from local electricity and natural gas utilities.",No,"CH4, CO2, N20",,,,,,,10752653,2602871,,8167864,13355524,Decreased,Other: Change in emission factors and usage,,558397,2017,POINT (-79.8661 43.25),2020-05-01T03:57:57.217
2019,54111,City of Iowa City,Iowa City,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,"CH4, CO2",,,,,,,,,,,,Increased,Increased energy/electricity consumption,,76290,2018,POINT (-91.5302 41.6611),2020-05-01T03:57:57.217
2019,50672,Município de Santarém,Santarém,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,CO2,,,,,,,,,,,,,,,61752,2011,POINT (-8.68599 39.2367),2020-05-01T03:57:57.217
2019,840269,"Town of Whitby, ON",,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"The ICLEII protocol was used as the Town of Whitby implemented data into the Partners for Climate Protection reporting software, which also using the same protocol. For this reason, the Town chose to use ICLEI as its primary protocol of reporting for CDP.",,"CH4, CO2, N20",,,,,,,,,,,,This is our first year of calculation,Other,,136235,2018,,2020-05-01T03:57:57.217
2019,73801,Juana Koslay,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",0,35061.47,0,8989.18,0,5891.46,,,,,,,,,15912,2016,,2020-05-01T03:57:57.217
2019,60410,Municipalidad de Peñalolén,Peñalolén,Chile,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,241599,2017,POINT (-70.5302 -33.454),2020-05-01T03:57:57.217
2019,73752,Bontang City,,Indonesia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2018-01-01 - 2018-12-31,Smaller – covers only part of the city,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,CO2,,,,,,,,,,,,,,,170611,2017,,2020-05-01T03:57:57.217
2019,60278,Prefeitura de Fernandópolis,Fernandópolis,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,68823,2018,POINT (-50.2475 -20.2858),2020-05-01T03:57:57.217
2019,35880,Municipality of Porto Alegre,Porto Alegre,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Same – covers entire city and nothing else,,,,,,,,,,,,,,,,,,,1479101,2018,POINT (51 30),2020-05-01T03:57:57.217
2019,31150,Bangkok Metropolitan Administration,Bangkok,Thailand,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Because BMA have the updated GHG emissions data in 2016 by using GHG Inventory Guideline from IPCC standard. Now we are processing on the alignment of the IPCC 2016 Inventory with  the GPC framework. We expect to finish it at the end of July. After that  we will update the data with GPC framework again.,,"CH4, CO2, N20",,,,,,,,,,,,Decreased,Other: transport and energy sectors,,5676648,2018,POINT (100.556 13.7712),2020-05-01T03:57:57.217
2019,50673,Município de Faro,Faro,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,60974,2018,POINT (-7.93044 37.0194),2020-05-01T03:57:57.217
2019,60292,Prefeitura de Jahu,Jahu,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,-,,,,,,,,,,,,,,,,,,,,141840,2018,POINT (-48.5755 -22.3028),2020-05-01T03:57:57.217
2019,50395,Prefeitura de São Luís,São Luís,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,-,,,,,,,,,,,,,,,,,,,,1091868000,2017,POINT (-38.057 -6.5344),2020-05-01T03:57:57.217
2019,841326,Municipalidad de Oro Verde,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",,153742.2,,5467.5,,819.65,,,,,,This is our first year of calculation,Other: Falta de datos,,6221,2016,,2020-05-01T03:57:57.217
2019,49327,City of Providence,Providence,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,"CH4, CO2, N20",,1941206,,527900,,27994,,,,,,Decreased,Behavioural change,,179335,2018,POINT (-71.4128 41.824),2020-05-01T03:57:57.217
2019,54335,Government of the City of Yogyakarta,,Indonesia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-30,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"There are 4 main components in the emissions inventory, namely: sources of emissions, emission activity data, emission factors and emission parameters / variables inventoried. For GHG inventories the emission variables will vary from source to source: carbondiokasida, methane and dinitrogen dioxide. Sources of emissions are the main activities or activities of the community that have the potential to contribute to emissions, especially in large quantities and are typical activities in a region.In general, the formula for calculating GHG emissions is as follows: E = AD x efE = Emission burden borne by the region for a certain period (tons / year)AD = Activity data from emission sources (adjust)ef = Emission factor (adjust)",,"CH4, CO2, N20",,1199556.19,,,,,,,,,,Decreased,Behavioural change,,422732,2017,,2020-05-01T03:57:57.217
2019,13067,City of New Orleans,New Orleans,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,393292,2018,POINT (-90.0715 29.9511),2020-05-01T03:57:57.217
2019,31111,Tokyo Metropolitan Government,Tokyo,Japan,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-04-01 - 2017-03-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,25150295,37437787,13546749,57996872,76134832,Decreased,Other,,13857443,2019,POINT (139.41 35.41),2020-05-01T03:57:57.217
2019,73684,Carlos Tejedor,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,0,0,0,0,0,,,,,,This is our first year of calculation,Other,,11570,2010,,2020-05-01T03:57:57.217
2019,14088,City of Oslo,Oslo,Norway,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Other,"The Norwegian Environment Agency publish annual greenhouse gas emission inventories for municipalities in Norway, including Oslo. The inventories cover scope 1 emissions as defined in the GHGprotocol for cities ('territorial emissions'), and heavily rely on the methodology and factors described in the 2006 IPCC Guidelines. The city of Oslo report the inventory unaltered from the Norwegian Environment Agency. The Climate Agency has coded the emission sources to GPC references. Details are included in the attachment.",,"CH4, CO2, N20",270657,791886,,,,,,,,,,Decreased,Policy change,,673469,2017,POINT (10.7522 59.9139),2020-05-01T03:57:57.217
2019,43923,City of Hannover,Hannover,Germany,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Other,Covenant of Mayors SECAP Emissions Inventory - filled according to natioanal methodology of Klimabündnis (BISKO),,"CH4, CO2, N20",,,,,,,,,,,,,,,544700,2018,POINT (9.7356 52.3739),2020-05-01T03:57:57.217
2019,31167,City of Lagos,Lagos,Nigeria,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,25640207,3693744,1684376,26443657,28128033,Decreased,Improved data accuracy,,21000000,2015,POINT (3.3792 6.52437),2020-05-01T03:57:57.217
2019,831823,Comune di Massa Marittima,Massa Marittima,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,8303,2017,POINT (10.8939 43.05),2020-05-01T03:57:57.217
2019,73763,San Carlos City,,Philippines,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, N20",,,,,,,,,,,,This is our first year of calculation,Other: Not applicable since this is our first year of calculation of our city-wide emissions,,132536,2015,,2020-05-01T03:57:57.217
2019,50220,Métropole Nice Côte d'Azur,Nice,France,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Regional or country specific methodology,"Emission data are calculated by the regional Observatory of Climate, Air and Energy. Their methodology complies with the guidelines from the French ""Pôle de Coordination des Inventaires Territoriaux"" (local emission inventory task force). All the regional observatories use the same methodology.",,"CH4, CO2, N20",,2059572,,178787,,,,,,,,Stayed the same,Emissions have not changed,,540000,2016,POINT (7.26195 43.7102),2020-05-01T03:57:57.217
2019,43905,City of San Antonio,San Antonio,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,,"CH4, CO2, N20, NF3, SF6",,,,,,,,,,,,Decreased,Change in available data,,1469845,2015,POINT (-98.4936 29.4241),2020-05-01T03:57:57.217
2019,49172,City of St. Petersburg,St. Petersburg,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,1428892,1356551,184213,2693166,,Do not know,Lack of documentation,,266000,2017,,2020-05-01T03:57:57.217
2019,35864,Ekurhuleni Metropolitan Municipality,Ekurhuleni,South Africa,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,3379104,2016,POINT (28.3462 -26.1777),2020-05-01T03:57:57.217
2019,59167,Municipalidad de Providencia,Providencia,Chile,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,142079,2017,POINT (-70.6092 -33.4313),2020-05-01T03:57:57.217
2019,50560,City of Oakland,Oakland,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),The City of Oakland uses SEEC-ClearPath California to help manage its GHG emissions.,,"CH4, CO2, N20",188141,2678259,0,0,73213,4234425,,,,,,Decreased,Technological change,,425195,2017,POINT (-122.271 37.8044),2020-05-01T03:57:57.217
2019,74677,City of Cluj-Napoca,,Romania,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,,,,,,,,,,,,,,,,,,,,,,309338,2012,,2020-05-01T03:57:57.217
2019,54491,Municipality of Málaga,Málaga,Spain,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Regional or country specific methodology,"Emisiones del Pacto de Alcaldes + emisiones de la industria, el aeropuerto, puerto y otros",,,,,,,,,,,,,,Increased,Increased energy/electricity consumption,,572000,2018,,2020-05-01T03:57:57.217
2019,35862,City of Detroit,Detroit,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2012-01-01 - 2012-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),Also followed USEPA guidance.,,"CH4, CO2, N20",,,,,,,5520240,4809082,300451,,,,,,673104,2017,POINT (-83.0457 42.3314),2020-05-01T03:57:57.217
2019,36493,Comune di Pescara,Pescara,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2005-01-01 - 2005-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"The Seap of the municipality of pescara contains all data and is available at the following link: https://www.pattodeisindaci.eu/about-it/la-comunità-del-patto/firmatari/visione-d-insieme.html?scity_id=13826At the same link, also monitoring results /dated 2017) are available",,CO2,,,,,,,,,,,,Decreased,,,119252,2018,,2020-05-01T03:57:57.217
2019,36037,Santiago de Cali,Santiago de Cali,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, N20",0,4174608,0,0,0,0,,,,,,Do not know,Other,,2369829,2015,POINT (-76.532 3.45164),2020-05-01T03:57:57.217
2019,50650,City of Gibraltar,Gibraltar,Gibraltar,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),'Global Protocol for Community-Scale Greenhouse Gas Emissions (GPC)’. Following IPCC 2006 Guidelines for most emission sources.,Yes,"CH4, CO2, HFCs, N20, PFCs",154317,80372,,128044,,346652,,,,,,Decreased,Other,,34481,2017,POINT (-5.35359 36.1408),2020-05-01T03:57:57.217
2019,54603,Alcaldia de Pasto,Pasto,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-06-15 - 2018-06-14,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Este inventario de Gases de Efecto Invernadero (GEI) fue realizado utilizando el modelo GPC (Global Protocol for Community-Scale Greenhouse Gas Emission Inventories) (Protocolo Globalpara Inventarios de Emisiones de Gases Efecto Invernadero a Escala Comunitaria) (World Resources Institute 2014), el cual se ha convertido desde el 2012 en un estándar para la medición de emisiones GEI a nivel de ciudad, las cuales representan más del 70% de las emisiones del planeta. Hasta la fecha, el GPC se ha implementado más de 100 ciudades importantes a nivel mundial, con el potencial de incluir otras 1000 en el corto plazo.Debido a la gran variabilidad entre los métodos existentes para inventarios GEI en las ciudades, sus resultados son frecuentemente inconsistentes, dificultan la comparación entre ellas y generan dudas sobre la validez de sus conclusiones para la toma de decisiones de mitigación.",No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,94515.9,290,14500,69600,,Stayed the same,No new inventory to report,,455678,2015,,2020-05-01T03:57:57.217
2019,49339,City and County of Honolulu,Honolulu,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"While emissions are in carbon emissions are not calculated in terms of Methane and Nitrous Oxide (N2O), the greenhouse gas inventory is in terms of Carbon Dioxide Equivalent (CO2e) and the GPC's methodology in terms of scopes. The City and County of Honolulu's Office of Sustainability and Resiliency utilizes the CURB tool that was developed in partnership between the Work Bank, AECOM, Bloomberg Philanthropies and C40 Cities Climate Leadership Group. Furthermore, contrast to GPC's breakdown, the use of the CURB Tool has broken down the City and County of Honolulu's Greenhouse Gas Inventory differently, encompassing all different sectors of Honolulu's economy. This includes Residential, Commercial and Industrial, Energy Industries, Industrial Processes and Product Use, Agriculture, Forestry and Other Land Use (AFOLU), Water and Wastewater and Solid Waste. The City and County of Honolulu also used the State's 2015 Greenhouse Gas Inventory to scale emissions for the smaller sectors in order for both inventories to communicate with each other.",,CO2,,,,,,,,,,,,Decreased,Technological change,,992761,2016,POINT (157.59 21.28),2020-05-01T03:57:57.217
2019,74428,"City of South Miami, FL",South Miami,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,2019-10-01 - 2020-10-01,,Other: FWE-Nexus approach,The city's inventory is being produced by FIU researchers from the CRUNCH team.,,,,,,,,,,,,,,,,,12500,2017,POINT (-80.1918 25.7617),2020-05-01T03:57:57.217
2019,54517,City Örebro,Örebro,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Regional or country specific methodology,We have collected data from the regional monitory system (RUS http://projektwebbar.lansstyrelsen.se/rus/Sv/statistik-och-data/nationell-emissionsdatabas/Pages/default.aspx ).,,"CH4, CO2, HFCs, N20, PFCs, SF6",,455709,,,,,,,,,,Decreased,Other: A combination of diffrent factors.,,153367,2018,POINT (15.2066 59.2741),2020-05-01T03:57:57.217
2019,54611,Alcaldia de Manizales,Manizales,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"The work included the analysis of climate change projections, the evaluation of anomalies or changes between baseline and projections, the evaluation of the incidence of climate projections on the relevant threats within the framework of the CAPRA risk probabilistic model and some Evidence of  GEI emissions generated in the city of Manizales",,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,This is our first year of calculation,Other,,400136,2019,,2020-05-01T03:57:57.217
2019,54291,Chengdu Municipal Government,Chengdu,China,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,16330000,2018,POINT (104.076 30.6719),2020-05-01T03:57:57.217
2019,74414,Boulder County,Boulder County,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Boundary: Boulder County has set its boundary to reflect the county limits.Time Period: The 2016 inventory is based on the calendar year of 2016 (January 1st, 2016 through December 31st, 2016).Reporting Methodology and Scope: Boulder County has chosen the  GPC BASIC+ reporting level. The BASIC+ methodology includes BASIC emission sources, as well as a morecomprehensive coverage of emissions sources such as trans-boundary transportation;energy transmission and distribution losses; industrial processes and product use; andagriculture, forestry and other land uses.",,"CH4, CO2, HFCs, N20",,,,,,,,,,,,Decreased,Policy change,,322226,2016,POINT (-105.5 40.15),2020-05-01T03:57:57.217
2019,31055,Glasgow City Council,Glasgow,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,-,,,,,,,,,,,,,,,,,,,,598830,2017,POINT (-4.21278 55.8593),2020-05-01T03:57:57.217
2019,840042,Gislaveds Kommun,GISLAVED,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Regional or country specific methodology,,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Decreased,Technological change,,29857,2018,,2020-05-01T03:57:57.217
